-18996,89147,1,0,1,256.86159,1
-19347,125825,4,2,1,301.87057,1
-9472,121707,4,2,1,158.85016,1
-14406,83012,5,0,1,181.26322,1
-9289,76013,4,7,0,248.89424,1
-10003,143751,4,0,0,151.19628,1
-11161,122412,4,0,1,166.21669,1
-12785,244366,4,10,1,245.44608,1
-5834,143886,1,9,0,178442,1
-12174,74642,1,2,0,284.00281,1
-7535,139.48,3,11,1,202.39628,1
-11945,101866,7,0,1,199.44444,1
-11294,122794,4,7,0,186.61832,1
-28219,62757,1,10,1,479.18975,1
-31245,49871,1,10,1,240.32608,1
-32175,53921,3,10,0,272.53506,1
-33101,117646,1,4,1,243.19955,1
-39239,50551,1,8,0,184.89424,1
-36548,48258,1,0,0,338.78159,1
-27986,103.92,1,5,1,202.78812,1
-29408,29.31,4,1,1,213.62893,1
-24951,36494,4,10,1,368.61342,1
-25821,67582,5,7,0,212.89751,1
-32.76,63607,5,10,1,216.34567,1
-24658,65904,1,5,1,300.19873,1
-25788,162464,4,3,1,386.5073,1
-27912,121598,1,1,1,394.73587,1
-4692,125013,4,1,1,462.96771,1
-4477,125019,4,1,1,448.80934,1
-6338,122987,4,2,1,443.79383,1
-8383,95806,4,0,1,383242,1
-9695,170494,4,0,1,608.88771,1
-10418,87805,3,0,1,529.57995,1
-20145,67987,1,5,0,325.66812,1
-22086,96244,3,5,1,552.98567,1
-23963,74058,5,4,1,83.04281,1
-21079,81352,3,8,1,483082,1
-23005,81468,1,1,1,404.94975,1
-20007,93871,5,7,1,244.71465,1
-22727,208898,7,8,1,492.22485,1
-22442,102664,4,10,0,194.08934,1
-12158,147856,4,2,1,522.39628,1
-10158,108.12,4,0,1,816.19546,1
-11229,87675,4,9,0,1111.92771,1
-20.77,61.65,1,2,1,188.81261,1
-22757,73145,3,5,1,218.40934,1
-23138,93.11,4,0,1,461.19138,1
-24803,60989,5,10,1,1387.83302,1
-13544,157432,4,0,1,1721.93914,1
-12497,67331,5,0,1,979.98322,1
-16445,92527,4,2,1,650.08281,1
-8336,193596,4,7,0,377.67791,1
-7856,121895,4,6,1,232.07138,1
-15113,76309,4,3,1,143.15057,1
-15624,146174,4,2,0,318.69342,1
-19018,188103,7,5,1,252682,1
-14251,133813,1,5,1,631.19628,1
-20299,79706,5,2,0,171.75465,1
-16269,194339,1,4,0,320.96608,1
-10266,133876,1,0,1,282.46159,1
-11727,196934,3,2,0,271882,1
-13425,163.54,4,10,1,199.23546,1
-11723,73968,3,0,1,228.0224,1
-14684,67127,1,0,1,308.79302,1
-13139,112045,4,0,0,194.01098,1
-20074,209346,7,2,1,310.9873,1
-10003,156.69,4,7,1,143.43791,1
-9475,110931,1,10,0,289.17506,1
-11572,142769,4,9,0,285.49179,1
-17271,159991,4,9,0,410.51383,1
-16181,209416,4,7,1,284.05506,1
-14.64,220068,1,1,1,252.9171,1
-7504,96088,3,0,1,365.19138,1
-9928,74247,3,4,0,221.98812,1
-12644,117978,4,0,1,649.06404,1
-6946,164836,4,11,0,427.57179,1
-10873,114909,3,9,1,254.40608,1
-8799,93017,7,10,0,372.50567,1
-7803,96687,3,10,0,341.18485,1
-8957,152112,4,4,0,434.25914,1
-10156,133142,4,7,0,272.8224,1
-12637,200421,4,5,1,228.8322,1
-14928,72208,1,4,0,409.57342,1
-12356,128157,3,9,0,479.68608,1
-11763,232234,5,4,0,322.45506,1
-8947,125505,4,0,1,528.22159,1
-8898,102757,4,2,0,224.1824,1
-19.93,132546,4,2,0,71.8624,1
-8626,223469,7,7,1,446.56281,1
-6604,118048,4,7,0,489.63873,1
-19117,123.44,4,0,1,188.60363,1
-19.47,172286,4,0,0,645.79873,1
-17.63,249862,4,0,0,258.76853,1
-10.73,93.34,3,10,0,428.43383,1
-12906,159975,4,1,1,457.66485,1
-9129,211794,4,2,0,318.85016,1
-10634,125997,4,5,1,480.26077,1
-9222,126858,1,5,1,295.28771,1
-10336,126754,4,5,0,223.76444,1
-8.28,95521,3,5,1,207.93424,1
-16389,71632,4,4,0,334.36689,1
-18652,167857,4,4,0,656.71791,1
-23.15,41341,4,2,0,242.33751,1
-17055,118.79,3,4,1,422922,1
-28343,77731,7,10,1,454.97424,1
-25543,96751,1,2,0,193.04444,1
-25353,127767,4,7,0,420.41424,1
-24602,141367,3,7,1,273.81506,1
-22379,94483,3,2,1,181.96853,1
-19696,128956,4,0,1,569.86077,1
-16.51,136489,1,7,0,334.41914,1
-16849,139666,1,2,1,424.17587,1
-27248,70081,4,0,0,333.26975,1
-21655,120.71,1,1,1,337.99791,1
-17184,75743,4,2,0,389.43302,1
-21391,73.08,1,7,1,286.9024,1
-17401,170692,1,7,1,472.60689,1
-18682,114616,4,0,1,663.35302,1
-31809,185181,3,0,1,131.70893,1
-32601,143658,5,7,1,495.15057,1
-29.76,160178,4,0,1,416.57424,1
-18155,151062,7,2,1,382.74567,1
-9026,192.91,4,1,1,473.57342,1
-9.09,123141,4,1,1,565.26322,1
-14368,120807,5,7,1,453.79873,1
-15708,158217,3,4,1,379.27138,1
-9764,131124,3,1,1,510.6673,1
-18769,121108,3,2,0,428.56444,1
-20507,70573,1,1,1,373.99465,1
-20705,159325,4,5,1,499.27791,1
-17497,109868,3,4,0,303.25506,1
-25577,82572,1,0,0,318.48444,1
-22761,192589,3,2,0,374.46485,1
-22822,38377,4,2,1,116.24444,1
-25182,82238,3,10,1,160.36526,1
-24082,92438,5,5,1,402.28526,1
-22453,60032,1,9,0,434.15465,1
-22271,152.14,3,0,0,361.53424,1
-23363,64536,1,7,1,150.02077,1
-20.78,84439,3,5,0,374.64771,1
-22091,82506,1,0,0,530.12853,1
-6327,121111,4,7,1,175.17669,1
-7606,97167,3,7,0,320.15628,1
-6868,115.16,4,1,1,203.54567,1
-5587,120044,4,0,1,215.58812,1
-7184,131805,4,7,0,200.85506,1
-8498,125495,1,10,0,210.88608,1
-10714,85022,1,7,1,143.72526,1
-7502,62.68,1,9,0,306.72934,1
-5502,115098,4,2,0,245.81179,1
-7551,69374,4,10,1,281.44281,1
-15616,69.79,4,3,1,283.97669,1
-5645,89001,3,10,0,242.46812,1
-5.82,63708,5,10,0,263.47057,1
-7962,110209,4,2,1,219.19302,1
-28763,189401,7,10,1,268042,1
-23843,74935,3,0,0,244.61016,1
-22407,103391,7,8,0,235.83302,1
-21784,70202,3,8,1,196.44036,1
-18553,75527,4,8,1,386.08934,1
-24434,76868,1,4,1,303.25506,1
-21334,91297,3,1,0,175.72526,1
-19478,112042,3,5,0,307.1473,1
-22922,228179,3,3,1,143.22893,1
-18479,105279,4,3,1,271.56853,1
-21032,57182,4,6,0,255.60771,1
-21799,81566,4,7,0,207.85587,1
-26765,50054,4,1,1,29.25669,1
-24208,107953,7,3,1,126.69342,1
-22501,148993,4,4,1,27.29751,1
-27679,86967,4,3,1,11.33669,1
-30609,59.76,1,9,0,172.19873,1
-26955,104209,1,6,0,182.77832,1
-27779,75947,3,1,1,214.64771,1
-24799,148109,7,4,1,34.63791,1
-26.98,71.59,3,11,1,242.78159,1
-25968,199937,7,9,0,237.68771,1
-15901,145666,4,10,0,184.63302,1
-24962,97545,4,0,0,119.90159,1
-16515,122027,4,1,0,42.44853,1
-24379,38379,4,10,0,277.52444,1
-25056,231698,7,2,0,271.67302,1
-26883,187277,4,10,1,104.38485,1
-22218,80941,5,8,1,130.29832,1
-22625,97277,4,9,0,128.83546,1
-24578,49873,4,2,0,147.40853,1
-24035,168734,3,9,1,195.42159,1
-21.66,127266,1,5,1,258.48118,1
-29564,88.97,3,8,0,156.96934,1
-27749,111368,4,1,1,148.06159,1
-30444,150157,1,0,0,146.93832,1
-39092,131213,7,0,1,146.1024,1
-27069,40487,4,1,1,286.06649,1
-25666,59512,1,9,0,286.9024,1
-26583,56.4,1,0,1,127.99955,1
-29053,229884,4,2,1,192.07791,1
-22887,42417,1,8,1,203.85914,1
-33173,69063,4,10,1,130.29832,1
-10531,109.58,7,3,1,235.62404,1
-11912,108298,4,0,1,363.98975,1
-10861,135.45,4,1,1,398.05342,1
-16.64,85375,1,7,1,324.62322,1
-16862,140867,4,8,1,300.14649,1
-16515,130.58,1,1,1,337.89342,1
-18.97,120286,1,1,1,393.53424,1
-18536,98233,1,3,1,141.00853,1
-20988,119855,3,5,1,295.36608,1
-26493,110024,4,0,1,498.49424,1
-24118,124165,3,0,1,359.44444,1
-20837,239868,3,7,0,326.53016,1
-29602,70357,4,10,0,388.5971,1
-25237,86379,1,7,0,384.41751,1
-23359,113495,4,7,0,188.05506,1
-26806,139559,4,10,1,265.66485,1
-30449,79029,5,3,1,490.05669,1
-28054,108606,4,0,0,327.33995,1
-27.39,47316,4,9,0,253.98812,1
-12747,95202,4,7,1,335.22893,1
-14117,127704,4,10,0,389.58975,1
-22798,61055,4,3,1,376.47628,1
-25958,65.23,3,2,1,262.05995,1
-23788,150.39,4,2,0,368.84853,1
-25045,99819,1,0,1,315.0624,1
-24072,79484,1,1,1,311.69261,1
-16.41,90775,4,5,0,149.89016,1
-20749,129125,1,5,1,207.04608,1
-21251,122387,1,0,1,143.04608,1
-25665,114262,1,0,0,219.8722,1
-24246,86.75,1,0,1,208.19546,1
-21809,123357,1,0,1,199.05261,1
-26117,121918,4,5,0,213.9424,1
-21315,151534,4,8,1,349.6224,1
-20232,70493,5,2,0,147.12118,1
-15133,127.62,4,0,1,390.5824,1
-14763,79854,4,4,0,278.88281,1
-17837,158079,4,0,1,255.99955,1
-22547,73283,1,7,0,160.1824,1
-12045,141315,1,5,0,151.19628,1
-17643,87731,4,7,0,184.11057,1
-15358,156.4,4,4,0,155.11465,1
-15.36,158769,4,5,0,175.38567,1
-21682,144803,4,5,1,225.82812,1
-22505,83673,4,5,1,281.75628,1
-24624,103602,1,0,1,153.25995,1
-23971,69969,1,5,0,235.54567,1
-20193,176744,4,2,1,163.34322,1
-17402,112303,4,0,0,448.28689,1
-20484,111038,4,7,0,323.13424,1
-26155,164425,1,8,1,448.57424,1
-21379,206931,4,8,1,364.32934,1
-20755,180818,4,2,0,323.5522,1
-19091,112654,4,3,1,299.62404,1
-24966,107918,1,8,1,194.76853,1
-27005,90079,4,1,1,195.97016,1
-21884,78475,3,9,0,288.62649,1
-19858,119458,1,1,1,393.35138,1
-19007,117147,1,1,1,390.19057,1
-21876,151063,3,0,1,318.9024,1
-20173,116741,1,3,1,197.69424,1
-20576,98979,4,5,1,213.02812,1
-25326,68078,1,2,0,250.46159,1
-24219,111316,4,3,1,496.06485,1
-17243,119796,4,5,1,434.57261,1
-26496,45014,4,0,0,353.54077,1
-21618,106033,1,10,1,284.13342,1
-26776,57975,1,10,1,277.52444,1
-21626,141948,4,7,0,304.66567,1
-29168,80774,7,1,1,19.85261,1
-17777,123467,1,9,0,14.57587,1
-21964,128769,1,0,1,195.42159,1
-32.06,61654,1,3,1,14.62812,1
-21665,106.53,3,0,1,187.84608,1
-23546,112595,1,8,1,231.70567,1
-14459,191749,1,8,1,311.90159,1
-22558,60788,5,10,0,150.77832,1
-14759,95564,3,9,0,425.27302,1
-9594,149538,1,0,1,326.53016,1
-14844,73878,4,2,0,399882,1
-10411,101.59,3,0,1,421.82485,1
-13779,175.76,4,10,0,293.51138,1
-10636,94.75,4,0,0,348.57751,1
-15841,142023,3,5,1,422.32118,1
-15597,212149,1,7,1,65.27955,1
-15516,217532,4,0,1,417.77587,1
-18527,185928,3,0,1,295.3922,1
-15208,161233,4,7,0,346.98404,1
-15568,115847,4,5,1,504.52853,1
-20166,135382,4,2,0,350.30159,1
-24767,139506,4,5,1,305.42322,1
-25.62,83153,3,8,1,282.38322,1
-26598,122308,1,3,1,296.07138,1
-20435,96287,4,7,0,354.97751,1
-24096,150753,1,9,0,300.01587,1
-29242,183287,5,5,1,478.22322,1
-18521,108461,4,8,1,246.46485,1
-20932,113962,4,10,0,488.35873,1
-21.45,76.78,1,5,0,686.34077,1
-27196,70218,4,8,1,357.56363,1
-24281,126095,1,8,1,345.80853,1
-15973,49118,4,3,1,308.06159,1
-16663,45392,4,10,1,338.28526,1
-14978,94643,4,10,1,312.60689,1
-24.22,141229,4,7,1,292.17914,1
-15933,129912,4,0,1,406.33424,1
-14373,65894,3,3,1,267.49342,1
-13223,123254,4,9,0,99.70893,1
-16484,103166,4,2,0,626.1024,1
-17152,123175,5,9,0,234.89261,1
-18012,58234,1,5,0,349.23057,1
-14655,126971,1,2,1,131.00363,1
-10628,102823,4,7,1,139.49342,1
-19343,133353,1,0,1,272.61342,1
-14858,143785,1,2,1,256.88771,1
-12528,94235,4,2,1,178.15465,1
-19826,68311,3,2,1,229.09342,1
-15553,100241,4,4,1,192.80934,1
-15645,155402,4,5,1,215.30077,1
-10557,149214,3,2,1,161.77587,1
-15848,82636,1,6,1,159.97342,1
-18809,79669,4,6,1,850.36363,1
-25.83,72406,1,1,1,437.62893,1
-16471,105299,1,6,0,184.55465,1
-16.98,213123,4,1,1,160.78322,1
-9579,201644,4,4,1,187.21914,1
-27683,128845,3,2,0,171.91138,1
-22704,139427,3,8,1,363.98975,1
-26218,128.98,1,2,1,535.92771,1
-26918,78604,3,9,1,354.79465,1
-22076,115607,7,8,1,535.45751,1
-25744,113894,4,9,1,259.7873,1
-23518,81783,3,0,0,304.90077,1
-16497,86.27,3,2,1,571.97669,1
-16043,95947,5,4,1,404.92363,1
-14295,71774,5,2,0,1442.82077,1
-10941,60019,4,5,1,1230.65424,1
-21069,87401,3,8,1,390.76526,1
-17853,167664,4,10,0,380.83873,1
-15415,179374,4,5,1,339.93098,1
-22699,86453,3,0,0,402.18077,1
-18.44,176428,4,6,1,364.25098,1
-16825,70284,1,9,1,316.55138,1
-19346,90764,4,3,1,395.88526,1
-22.43,100.73,4,5,0,418.11546,1
-28002,73092,1,8,1,424.61995,1
-28346,115007,4,2,0,412.21179,1
-24304,65687,1,1,1,544.41751,1
-28129,38601,4,7,0,799.08526,1
-26053,73297,1,0,1,510.79791,1
-28472,61696,1,7,0,326.16444,1
-28373,70.84,1,0,1,325.69424,1
-27966,98061,7,8,1,384.73098,1
-20504,45966,4,10,1,412.60363,1
-35131,103534,4,2,1,462.05342,1
-18035,109555,3,7,1,353.69751,1
-19177,122241,4,2,0,282.40934,1
-22128,113325,4,11,0,244.68853,1
-26831,99574,3,5,1,259.57832,1
-24896,70309,1,7,1,229.27628,1
-28116,85717,4,4,0,124.39465,1
-30011,85014,5,3,1,350.61506,1
-28908,173158,4,10,1,457482,1
-28113,96988,4,0,1,332.9824,1
-28783,69924,3,0,1,275.01669,1
-19462,144691,1,5,1,402.54649,1
-15431,83905,4,2,0,538.87955,1
-14622,202351,4,11,0,426.1873,1
-20.22,128356,1,7,1,287.97342,1
-19984,53956,4,7,1,418.19383,1
-21232,163303,4,0,0,643.57832,1
-20196,76,3,5,1,274.96444,1
-26361,105513,7,0,1,446.64118,1
-24.75,161579,4,7,1,672.26077,1
-20529,97908,4,9,0,799.65995,1
-20278,202448,4,0,1,361.66485,1
-19895,112022,4,10,0,404.50567,1
-21531,67546,3,2,1,859.01016,1
-22911,63.33,1,2,0,400.50893,1
-25068,105138,1,4,0,526.96771,1
-22507,99949,4,8,1,384.23465,1
-22701,47961,4,8,1,468.4273,1
-19341,100525,1,7,1,568.71138,1
-23324,91784,3,5,0,534.96118,1
-19912,96632,7,2,1,1371.08853,1
-20049,117502,3,10,1,934.21669,1
-21007,102096,1,7,1,210.1024,1
-18501,68547,3,7,1,561.3971,1
-21566,134501,5,0,1,780.93016,1
-16.98,140.34,3,5,0,808.28036,1
-18378,130.98,1,0,1,765.07383,1
-18564,103709,1,7,1,438.20363,1
-22831,147128,4,4,1,400.32608,1
-17352,151012,4,8,0,419.91791,1
-27933,77976,3,3,1,577.85424,1
-25275,150351,1,1,0,396.82567,1
-18.61,98807,3,1,1,440.42404,1
-18.76,129891,4,11,1,495.64689,1
-21237,72278,4,5,1,353.07057,1
-24168,70258,1,1,0,813.26975,1
-18484,114757,4,1,1,301.97506,1
-21464,229367,3,11,1,361.1424,1
-20783,84499,4,1,1,519.49669,1
-18407,124955,5,8,1,388.77995,1
-24998,86719,4,2,1,658.1024,1
-20344,169778,4,10,1,812.17261,1
-19618,154169,1,10,1,573.20444,1
-19179,41572,4,2,1,277.44608,1
-19178,126844,3,8,1,488.07138,1
-21769,68527,3,2,1,743.18322,1
-26.61,130145,4,7,1,414.95465,1
-27054,105.23,1,4,0,464.8224,1
-17748,58215,1,4,0,312.00608,1
-18444,31924,4,0,1,94.74567,1
-17179,72403,4,3,1,325.27628,1
-20.18,118948,4,5,0,274.05016,1
-22833,134603,4,6,1,367.90812,1
-19621,163434,1,6,0,248.00608,1
-33127,90077,3,7,1,222.32771,1
-20397,121483,4,5,1,754.57261,1
